rebalance_date,ticker,sector,pred,weight
2026-07-24,ECO,Industrials,0.0138757757323953,0.00257
2026-07-24,LBRT,Energy,0.019038817886824,0.00174
2026-07-24,BHVN,Healthcare,0.0204690150086442,0.00138
2026-07-24,MRNA,Healthcare,0.0204507090342117,0.0015
2026-07-24,OGN,Healthcare,0.0204275390017843,0.00164
2026-07-24,ESI,Basic Materials,0.0113041944586708,0.002
2026-07-24,CLMT,Energy,0.0187120345957382,0.00268
2026-07-24,ALGT,Industrials,0.0135224765177017,0.00179
2026-07-24,EZPW,Financial Services,0.0116619623378717,0.00236
2026-07-24,PRG,Industrials,0.0134890225241742,0.0018
2026-07-24,AAMI,Financial Services,0.011505779817623,0.00258
2026-07-24,NWL,Consumer Defensive,0.0080814009879452,0.00165
2026-07-24,PUMP,Energy,0.0183364171486844,0.00191
2026-07-24,PEB,Real Estate,0.0111161996914273,0.00349
2026-07-24,DVA,Healthcare,0.0197050476424635,0.00219
2026-07-24,IBRX,Healthcare,0.0196800543060164,0.0016
2026-07-24,NKTR,Healthcare,0.0196452216178108,0.00214
2026-07-24,ASML,Technology,0.0218242660800294,0.002
2026-07-24,PBI,Industrials,0.0129835964381559,0.00355
2026-07-24,DY,Industrials,0.0129758570832023,0.00163
2026-07-24,CHEF,Consumer Defensive,0.0077009327279423,0.00246
2026-07-24,TIGO,Communication Services,0.0150268575533047,0.00302
2026-07-24,INSW,Energy,0.0178238954092247,0.0026
2026-07-24,CLSK,Financial Services,0.0107843841832545,0.0014
2026-07-24,REPL,Healthcare,0.0192213106712292,0.00054
2026-07-24,UNIT,Real Estate,0.0105513001491941,0.00308
2026-07-24,LTH,Consumer Cyclical,0.0106161369273229,0.00237
2026-07-24,RLJ,Real Estate,0.0102191919655766,0.00438
2026-07-24,WKC,Energy,0.0173307901529208,0.0036
2026-07-24,SFM,Consumer Defensive,0.006891922401571,0.00223
2026-07-24,THC,Healthcare,0.0186353786130035,0.00213
2026-07-24,NVT,Industrials,0.0119368427182744,0.00223
2026-07-24,GRC,Industrials,0.01191167999906,0.00316
2026-07-24,VIRT,Financial Services,0.0100080954079654,0.00281
2026-07-24,TGTX,Healthcare,0.0184670113592469,0.0021
2026-07-24,PTGX,Healthcare,0.0184454566796848,0.00235
